employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP105558,Stephanie,Mejia,stephanie.mejia@company.com,+1-212-408-8480x042,Engineering,Civil Engineer,2020-09-12,1671,55418.41,8.3,Active,1995-03-13,23890 Stephen Cliff,Allentown,PA,20425,USA,F,Professional,79.25,2023-10-01,Senior,15,3,Office,Night,4137491403,430-24-2725,GYTM83383118772761
EMP635688,Brenda,Mitchell,brenda.mitchell@company.com,764.650.2570x401,Logistics,Inventory Control Specialist,2023-04-30,711,30000.0,3.4,Active,1961-12-26,002 Anderson Centers,Boston,MA,19103,USA,Other,Professional,81.43,2024-03-31,Mid,12,4,Office,Day,764.787.2263x9361,699-69-2545,NUYL24195478366877
EMP168557,Samantha,Allen,samantha.allen@company.com,+1-341-730-9077x204,Logistics,Inventory Control Specialist,2023-12-17,480,49938.92,4.34,Active,1987-07-12,61364 Thompson Junction,Spokane,WA,36908,USA,F,Professional,78.82,2024-03-19,Mid,10,7,Office,Flexible,943.207.7631,102-57-4822,FOHI79256581311995
EMP204677,Anna,Adkins,anna.adkins@company.com,001-481-513-8118x124,Procurement,Vendor Manager,2023-01-29,802,63123.06,6.08,Inactive,2001-12-28,69972 Jason Islands,Atlanta,GA,07351,USA,F,High School,61.67,2023-04-15,Senior,12,4,Office,Day,757.262.7040x17668,796-69-8476,CDBH42633040542489
EMP421107,Alexander,Shannon,alexander.shannon@company.com,833.334.3493,IT,Database Administrator,2024-07-24,260,42776.38,3.73,Active,2003-11-27,66117 Hurst Mill,Albany,NY,29139,USA,M,Professional,90.33,2025-02-15,Entry,13,5,Office,Day,+1-613-345-9204x314,396-30-9138,KKEJ86281736742886
EMP201981,Erin,Peters,erin.peters@company.com,(506)257-7165,Sales,Sales Representative,2022-04-30,1076,58939.7,6.65,Active,1978-12-20,03432 Beard Grove,Seattle,WA,13831,USA,F,Professional,69.79,2022-08-27,Senior,10,3,Remote,Day,736.984.2849x415,532-33-8121,LNEN90333092821606
EMP969107,John,Williams,john.williams@company.com,(382)534-1021,Operations,Operations Manager,2020-12-17,1575,200000.0,7.94,Active,1964-12-09,57350 Jody Islands Apt. 398,Boston,MA,73084,USA,M,Professional,53.52,2021-09-17,Senior,16,5,Hybrid,Night,761-497-3033,800-86-9026,KRPZ59282103413003
EMP577078,Samuel,Sanchez,samuel.sanchez@company.com,+1-875-823-7883x4682,Legal,Contract Specialist,2024-11-20,141,71496.09,5.54,Active,1979-04-11,250 Justin Mountain Apt. 288,Cincinnati,OH,20251,USA,M,Professional,77.12,2025-01-18,Entry,16,5,Office,Night,353.861.7286,508-11-6116,LKTN55100758474431
EMP612414,Edward,Camacho,edward.camacho@company.com,3009635690,HHRR,Recruitment Specialist,2024-09-28,194,35373.2,7.13,Active,1970-06-02,03994 Jason Cove Suite 864,Allentown,PA,99836,USA,M,Professional,67.66,2025-03-15,Entry,11,2,Hybrid,Day,337-958-6823,446-83-2627,XGRG70428818458905
EMP900252,Christopher,Lamb,christopher.lamb@company.com,(404)662-0982x1657,Support,Customer Support Representative,2020-05-21,1785,64083.66,7.41,Active,1968-06-22,97001 Hansen Locks Suite 282,Springfield,MA,89981,USA,M,Professional,77.25,2023-06-20,Senior,17,5,Remote,Night,916-314-2839,211-86-9902,GWJI07504226464089
EMP834726,William,Myers,william.myers@company.com,001-627-568-7237,Research,Market Researcher,2024-11-02,159,39485.62,5.75,Active,2004-08-01,7664 Gray Drive Apt. 291,Philadelphia,PA,22757,USA,M,High School,52.55,2025-03-15,Entry,19,5,Office,Day,545.290.8562x1209,827-37-8297,ITLE63389822516099
EMP275937,Ryan,Clayton,ryan.clayton@company.com,(431)793-3206x6488,Logistics,Warehouse Supervisor,2024-10-03,189,96457.06,3.32,Active,1974-04-13,963 Baxter Plaza Suite 511,Tampa,FL,62484,USA,M,PhD,74.37,2025-03-24,Entry,14,5,Remote,Night,952.203.2934,684-85-9429,CAGY89307134345858
EMP217437,Reginald,Campbell,reginald.campbell@company.com,(968)478-9382x385,Operations,Operations Manager,2022-01-07,1189,30000.0,3.91,Active,1994-05-15,667 Jeremiah Plains,Orlando,FL,19349,USA,M,Professional,69.36,2022-08-13,Senior,16,2,Remote,Day,+1-872-390-4986x19087,468-92-5483,YAAN49648139410249
EMP845816,Gerald,Farmer,gerald.farmer@company.com,9824975099,Sales,Business Development Manager,2022-09-16,937,152798.74,4.06,Active,1998-05-18,55126 Amber Throughway Suite 567,Orlando,FL,79119,USA,M,Professional,75.57,2023-06-10,Senior,9,5,Office,Day,(679)926-4213x43246,632-96-4595,YTQC32170332544196
EMP415090,Nicholas,Cook,nicholas.cook@company.com,684-254-3653x549,Procurement,Procurement Manager,2022-02-10,1155,30000.0,7.71,Active,1963-04-01,544 Olson Lodge,Philadelphia,PA,70097,USA,M,Master,66.74,2023-08-30,Senior,14,5,Office,Day,+1-222-372-2063x3134,085-31-0367,EFRU71413389756885
EMP384618,James,May,james.may@company.com,257.750.1973x1679,Security,Safety Coordinator,2021-04-20,1451,200000.0,7.54,Active,1986-04-21,7861 Joseph Point,Pittsburgh,PA,11459,USA,M,Professional,79.64,2022-02-21,Senior,14,2,Remote,Day,+1-429-657-2308x06105,423-12-9027,LEFI04183472984153
EMP975599,Jason,Boyle,jason.boyle@company.com,981.434.5345x3339,HHRR,HR Manager,2024-03-12,394,45782.96,2.41,Active,1963-08-10,820 Davis Neck Apt. 442,Seattle,WA,21119,USA,M,Professional,93.78,2024-03-14,Mid,20,7,Office,Flexible,001-237-915-8518x59264,376-11-1656,XILT34801291617115
EMP526744,Jennifer,Fernandez,jennifer.fernandez@company.com,9288787353,Logistics,Transportation Coordinator,2023-11-21,506,64629.89,6.3,Active,1983-10-01,5311 Mary Groves Apt. 972,Rockford,IL,73102,USA,F,Master,70.83,2023-12-14,Mid,10,8,Hybrid,Day,001-559-654-1328,283-12-4346,UGJO03936093561395
EMP387445,Sonia,Carey,sonia.carey@company.com,(865)321-0065,Sales,Business Development Manager,2024-03-26,380,127894.05,5.9,Inactive,1963-02-09,6010 Dixon Parkways,New York,NY,05872,USA,F,Professional,73.18,2024-04-01,Mid,15,5,Office,Day,(938)303-3241x503,484-94-3704,JIPC13984866546970
EMP465503,Belinda,Guerrero,belinda.guerrero@company.com,(387)555-0858x30580,Development,Software Engineer,2020-06-12,1763,49119.89,7.71,Active,1983-06-08,13199 Patel Throughway,Boston,MA,91160,USA,F,Professional,85.8,2022-04-21,Senior,12,4,Office,Flexible,+1-413-395-8166x027,875-79-4774,DPYV95723135742262
EMP194914,Lori,Marshall,lori.marshall@company.com,3277911278,R&D,Product Development Engineer,2025-02-03,66,34335.9,6.16,Active,1981-10-19,3853 Craig Spring,Rochester,NY,69449,USA,Other,High School,80.52,2025-02-27,Entry,11,7,Remote,Night,001-457-808-3282,609-42-9609,ZKOY13425132430655
EMP794052,Timothy,Adams,timothy.adams@company.com,+1-701-247-8008x16820,Support,Technical Support Specialist,2020-05-13,1793,55810.77,3.69,Active,1985-03-26,515 Adam Wells,Peoria,IL,23061,USA,M,Professional,61.01,2021-11-12,Senior,19,8,Remote,Day,(460)944-3234x240,899-49-6274,FQXC30677736140117
EMP944637,John,Taylor,john.taylor@company.com,001-927-259-3850x71563,Security,Cybersecurity Analyst,2022-12-01,861,66046.31,4.26,Active,1974-03-04,90463 Smith Vista Suite 419,Boston,MA,82563,USA,M,Professional,65.66,2023-01-11,Senior,19,2,Office,Day,9608441000,387-20-2797,VJCD89355150211534
EMP940484,Henry,Jones,henry.jones@company.com,651-647-6908x2746,Development,Software Engineer,2022-01-23,1173,50832.71,6.34,Active,1994-04-01,670 Paula Mountains,Pittsburgh,PA,21412,USA,M,Professional,79.75,2022-02-26,Senior,14,8,Hybrid,Night,567.324.4820x6641,360-41-6029,MNVI76705717743655
EMP173571,Stephen,Evans,stephen.evans@company.com,832-268-1507,Sales,Business Development Manager,2021-04-04,1467,56654.35,6.41,Leave,1988-11-11,3236 Hammond Lights Suite 410,Tacoma,WA,19636,USA,M,Professional,59.67,2023-05-07,Senior,15,5,Remote,Day,519-309-9784x48748,496-15-9522,UVZG07144308338675
EMP155301,William,Thompson,william.thompson@company.com,001-415-287-1675,Logistics,Warehouse Supervisor,2023-03-12,760,66294.46,6.77,Active,1980-08-19,05331 Barrett Spur,Peoria,IL,29540,USA,M,Professional,80.01,2023-06-05,Senior,13,3,Office,Night,938-681-5930,202-94-9488,OYGM74345016014417
EMP964060,Christine,Mccoy,christine.mccoy@company.com,001-928-324-1468x96580,Finance,Financial Analyst,2020-07-24,1721,60754.16,3.71,Active,1999-10-28,5875 Brown Pike Suite 126,Sacramento,CA,40796,USA,F,Professional,83.38,2021-09-03,Senior,9,6,Office,Day,613-495-4290,508-10-9759,OPAH77762598391583
EMP194962,Michelle,Gonzales,michelle.gonzales@company.com,825-710-5480,Design,Graphic Designer,2021-03-27,1475,69959.26,5.46,Active,1960-04-02,932 Jay Parkway Apt. 616,Cincinnati,OH,64414,USA,F,Master,81.39,2021-10-24,Senior,12,4,Office,Day,+1-367-221-8433x0234,356-82-4378,YZJV46591463005871
EMP767095,Holly,Banks,holly.banks@company.com,645.483.0304x2196,Logistics,Warehouse Supervisor,2021-12-31,1196,84023.17,6.67,Active,1989-03-22,37649 Natasha Roads Apt. 087,Austin,TX,35954,USA,Other,Master,68.32,2023-12-16,Senior,19,2,Remote,Flexible,001-999-624-2410,474-15-5949,CTSP26924508810100
EMP549524,Katie,Matthews,katie.matthews@company.com,001-611-506-5953,Security,Security Manager,2021-04-13,1458,62764.87,4.74,Active,1989-03-07,38305 Matthew Flats,Augusta,GA,25376,USA,F,Professional,56.36,2024-02-24,Senior,22,3,Remote,Day,824.757.1265x285,412-71-6598,IORK85013359794178
EMP299017,Paul,Hanson,paul.hanson@company.com,481-832-9584,Procurement,Vendor Manager,2023-07-22,628,43789.13,5.31,Inactive,2004-10-19,223 Mark Land,Albany,NY,34627,USA,M,High School,80.11,2023-11-06,Mid,11,6,Hybrid,Day,001-638-613-8388x92490,261-91-1349,VHNW05943816934936
EMP657503,Debra,Mccall,debra.mccall@company.com,(308)433-7019x538,HHRR,Payroll Coordinator,2022-08-21,963,68907.76,3.4,Active,1972-07-13,619 Michael Plaza Apt. 442,Springfield,IL,75304,USA,F,Master,77.58,2022-10-09,Senior,20,6,Office,Flexible,9903137759,729-91-4026,VEPC10028673327232
EMP417225,Adrienne,Conner,adrienne.conner@company.com,251-623-0712x00114,Security,Cybersecurity Analyst,2024-06-18,296,30000.0,6.51,Inactive,1990-05-29,33266 Marshall Course,Seattle,WA,92749,USA,F,Professional,68.16,2024-12-27,Entry,13,3,Hybrid,Night,001-618-917-1484x141,399-67-1878,SKBP99110226647173
EMP443562,Terry,Ortega,terry.ortega@company.com,(575)608-6704x235,Engineering,Electrical Engineer,2020-08-25,1689,30000.0,6.21,Active,1963-05-12,2518 Mary Squares Suite 442,Cleveland,OH,15372,USA,M,Professional,87.83,2020-09-30,Senior,9,4,Remote,Night,001-295-675-2575x041,308-04-7145,PLDU77232546789151
EMP543488,Joseph,Smith,joseph.smith@company.com,(913)518-1249x235,Marketing,Digital Marketing Specialist,2022-12-15,847,78160.69,6.03,Inactive,1994-04-24,98234 Taylor Canyon,Houston,TX,94525,USA,M,Professional,85.67,2023-07-15,Senior,13,3,Remote,Day,308-613-5368x75832,805-58-9014,MROV03628244668534
EMP847025,Jordan,Meyer,jordan.meyer@company.com,6049309934,Operations,Logistics Specialist,2020-06-25,1750,116500.03,2.79,Active,1961-01-01,1094 Timothy Lock Apt. 056,Peoria,IL,74487,USA,F,Master,77.55,2023-02-09,Senior,14,5,Remote,Day,+1-338-229-5232x5300,877-24-2067,BGFK36402349521348
EMP976338,Jerry,Moore,jerry.moore@company.com,+1-773-798-1589,Legal,Compliance Officer,2021-04-06,1465,42167.8,6.93,Active,1985-04-14,918 Stephen Road Suite 588,Boston,MA,71722,USA,M,Professional,79.47,2022-09-20,Senior,11,3,Office,Day,(463)374-3368x242,514-25-5128,YREO00747165350313
EMP506946,Judy,Wright,judy.wright@company.com,(574)419-8979x979,Engineering,Industrial Engineer,2022-12-30,832,72138.14,4.46,Active,1977-01-07,038 Patrick Way Suite 416,Cleveland,OH,52691,USA,Other,Professional,69.28,2023-01-06,Senior,11,1,Office,Day,389.545.5060x43663,500-12-8364,UOQQ65728447921990
EMP384415,Sandra,Sparks,sandra.sparks@company.com,+1-624-393-5769x345,Design,Industrial Designer,2021-07-26,1354,200000.0,2.94,Active,1970-05-08,1534 Emily Cape,Tampa,FL,61552,USA,F,High School,74.37,2022-06-16,Senior,12,7,Hybrid,Flexible,344.952.0557x99016,870-01-7150,MRBS57488794361557
EMP434343,Sean,Chung,sean.chung@company.com,+1-264-580-9683x59215,IT,Software Developer,2023-06-05,675,37575.59,4.71,Active,1980-12-22,7105 Gonzalez Summit,Rockford,IL,07037,USA,M,Master,77.65,2023-10-06,Mid,13,5,Office,Night,975-228-7351,294-19-2506,WBFX01012454801080
EMP127879,Vincent,Payne,vincent.payne@company.com,+1-645-934-7192x9532,R&D,Research Scientist,2021-05-06,1435,75956.82,4.91,Active,1991-09-16,006 Gary Skyway Suite 854,Springfield,IL,52642,USA,M,Professional,69.82,2021-09-18,Senior,16,7,Hybrid,Night,781-645-4060,623-01-7962,PCST56402611647324
EMP123835,Randy,Robinson,randy.robinson@company.com,370.684.8624,Sales,Sales Representative,2021-06-26,1384,146106.91,3.29,Active,1994-02-12,751 Cortez Course,Springfield,IL,05972,USA,M,Professional,88.25,2021-12-26,Senior,19,4,Office,Night,(957)606-7039x83442,283-20-5778,VNUJ66580789653066
EMP570092,Michael,Mills,michael.mills@company.com,370-620-6400x8432,Sales,Account Manager,2020-09-05,1678,200000.0,4.46,Active,1963-06-05,6820 Silva Forks,Austin,TX,09725,USA,M,Professional,71.89,2024-03-11,Senior,17,5,Remote,Night,001-803-464-5794,503-65-3048,JVJH46056428431351
EMP157279,Thomas,Wong,thomas.wong@company.com,+1-345-596-8252x05903,Marketing,Brand Manager,2020-04-21,1815,142545.73,2.39,Active,1985-07-20,68034 Steven Mill,New York,NY,03883,USA,M,Professional,75.85,2021-01-26,Senior,12,3,Remote,Day,+1-415-760-9396x34934,029-83-9390,IDMO43242567588929
EMP935042,Daniel,Yang,daniel.yang@company.com,402-248-3859,Procurement,Procurement Manager,2021-02-15,1515,60612.65,5.43,Active,1968-02-10,9219 Samuel Villages Suite 789,Springfield,IL,56698,USA,M,Professional,51.93,2022-07-19,Senior,11,6,Remote,Day,812.955.6880x6315,592-97-8454,BIER33814558387024
EMP219871,Steven,Hester,steven.hester@company.com,(477)950-2697,Operations,Production Supervisor,2024-04-21,354,49190.05,3.48,Active,1972-03-24,600 Christopher Dale Apt. 861,Chicago,IL,36057,USA,M,Professional,72.13,2025-02-20,Entry,16,6,Office,Flexible,5506052665,314-47-1248,USPJ52483285704279
EMP509829,Christine,Allison,christine.allison@company.com,(937)281-2889x76255,Quality,Process Improvement Specialist,2020-06-07,1768,31604.33,7.61,Leave,1993-12-03,2018 Curtis Inlet Apt. 228,New York,NY,21819,USA,F,High School,81.37,2023-04-27,Senior,8,2,Office,Day,001-794-670-6286x819,619-49-7946,ZUBS55773763457907
EMP738740,John,Branch,john.branch@company.com,+1-299-372-0205,Finance,Accountant,2022-11-22,870,59902.91,1.88,Active,2006-08-13,6962 Jones Isle Suite 794,Jacksonville,FL,27020,USA,M,Professional,78.01,2023-09-04,Senior,18,8,Office,Night,437.405.9848,892-22-3259,WWGI66211275280343
EMP621739,Tara,Oconnor,tara.oconnor@company.com,001-524-892-9920,Marketing,Brand Manager,2021-02-05,1525,62243.98,4.52,Active,1984-04-23,36531 Xavier Club,San Antonio,TX,11517,USA,F,Professional,67.45,2023-05-23,Senior,14,4,Office,Day,(988)806-1793x52348,820-47-3339,XHDH62009571289683
EMP960513,Robin,Rivas,robin.rivas@company.com,795-708-5391,Development,Web Developer,2020-07-11,1734,47354.85,1.64,Active,1985-05-13,565 Rivers View,Austin,TX,34638,USA,F,Professional,78.17,2022-07-05,Senior,15,4,Office,Day,(333)657-2451,256-17-9545,CEFF04069780716103
EMP266400,Antonio,Villa,antonio.villa@company.com,001-212-805-8975,Design,UX/UI Designer,2022-08-07,977,30570.48,3.09,Active,1981-01-24,292 Fleming Plains Apt. 101,Rochester,NY,10967,USA,M,High School,73.16,2022-08-15,Senior,12,3,Remote,Night,001-269-906-5285x984,848-91-8196,MLBJ32714469346804
EMP739569,Levi,Mcclure,levi.mcclure@company.com,+1-963-966-3028x46791,Operations,Logistics Specialist,2022-11-28,864,106876.61,11.97,Active,1968-02-26,834 Adams Groves Suite 317,Tampa,FL,26680,USA,M,Professional,77.56,2023-01-09,Senior,16,5,Remote,Night,638-223-5220,892-41-3933,YZRX66585065182452
EMP727709,Laurie,Romero,laurie.romero@company.com,2957121795,Customer Service,Customer Service Representative,2023-10-20,538,77224.78,1.57,Active,1989-07-05,947 Davis Trace Apt. 293,Miami,FL,72877,USA,Other,Master,62.0,2024-01-11,Mid,15,8,Remote,Night,259-703-5944x8945,460-52-4158,EPVS99937629944298
EMP667901,Jessica,Campbell,jessica.campbell@company.com,204.391.0022,Legal,Corporate Lawyer,2023-06-20,660,85264.89,7.42,Active,1967-03-14,427 Carlson Land Apt. 638,Atlanta,GA,96772,USA,F,Master,64.1,2024-04-07,Mid,13,4,Remote,Day,3906598983,885-91-2139,CHNL66348192694549
EMP425126,Martin,Harris,martin.harris@company.com,001-694-886-9321x6455,Design,Graphic Designer,2021-09-16,1302,68644.52,6.12,Inactive,1992-01-14,11924 Joseph Unions,Springfield,MA,68299,USA,M,Professional,90.37,2021-12-20,Senior,13,5,Hybrid,Night,929.919.9317x35236,109-41-0690,BFQP73432664035157
EMP286830,Rachael,Hines,rachael.hines@company.com,001-876-832-2889x4540,Research,Academic Researcher,2020-06-17,1758,30000.0,4.93,Active,1990-01-20,655 Knight Track Apt. 670,Houston,TX,20446,USA,F,Professional,88.32,2022-09-21,Senior,11,7,Office,Day,536-514-5435,831-54-2807,ETXB33293553702219
EMP273675,Jose,Morgan,jose.morgan@company.com,+1-750-365-8043,Finance,Tax Specialist,2021-05-08,1433,78118.49,7.41,Active,1967-09-30,3161 Jordan Passage,Houston,TX,44841,USA,M,Master,87.9,2021-05-11,Senior,13,3,Hybrid,Day,(234)574-9844,081-18-0960,QKWW96337671400063
EMP604552,Robert,Potter,robert.potter@company.com,6517805392,HHRR,Employee Relations Specialist,2023-03-02,770,67060.65,4.51,Active,1985-02-21,76808 Valencia Dam Suite 529,Sacramento,CA,34549,USA,M,Master,79.2,2024-02-10,Senior,11,3,Office,Day,+1-567-555-7554x23935,696-41-6518,SLQA13475083700089
EMP983832,Sara,Alexander,sara.alexander@company.com,001-624-212-4641,Operations,Supply Chain Coordinator,2021-09-27,1291,30000.0,7.15,Inactive,1985-12-03,509 Bridget Harbor Suite 097,Boston,MA,64031,USA,F,PhD,69.95,2022-10-07,Senior,13,7,Office,Day,689.561.8590,233-94-5267,HOWL62078712772781
EMP363541,Greg,Harvey,greg.harvey@company.com,445.203.8223x0864,Research,Data Scientist,2024-02-19,416,77240.32,2.88,Active,1988-10-17,996 Harrison Fork,Springfield,MA,70925,USA,M,PhD,67.81,2024-03-17,Mid,14,7,Office,Flexible,+1-402-868-5559,347-10-0493,MUYN75669902634712
EMP220760,Cindy,Jenkins,cindy.jenkins@company.com,738-807-2777,Design,Industrial Designer,2023-01-01,830,30000.0,5.93,Active,1980-06-15,7000 Chris Square,Philadelphia,PA,45463,USA,F,Professional,67.65,2023-04-15,Senior,9,3,Office,Day,853.371.2263x23919,288-35-4201,IDQG50965570773567
EMP306790,Jason,Stein,jason.stein@company.com,557.447.8067x91308,Logistics,Logistics Manager,2022-11-29,863,99626.41,6.24,Active,2001-02-28,745 Lewis Flats Suite 272,Allentown,PA,81169,USA,M,Master,98.88,2023-10-24,Senior,18,2,Office,Night,855-821-2071x39768,361-11-9653,OWPZ69956781865399
EMP660062,Barbara,Webb,barbara.webb@company.com,(623)501-0185,Marketing,Market Research Analyst,2021-02-19,1511,62231.34,4.62,Active,1964-05-09,56705 John Ranch,Springfield,MA,42164,USA,Other,Master,87.77,2023-05-06,Senior,19,3,Remote,Night,979.442.9381x787,658-55-3883,WNUQ20928725181443
EMP889347,Dalton,Shepherd,dalton.shepherd@company.com,642.987.6415,Sales,Sales Coordinator,2023-07-18,632,30000.0,5.5,Active,1967-09-23,2903 Reeves Trail,Springfield,IL,57177,USA,M,Master,82.31,2023-08-29,Mid,17,5,Remote,Day,604-664-7976,865-79-7839,NZYY32890625151878
EMP137925,Brian,Saunders,brian.saunders@company.com,627-522-2098,Legal,Paralegal,2024-05-09,336,103675.88,5.7,Active,2004-11-11,12446 Hensley Bypass,San Francisco,CA,40734,USA,M,Professional,80.82,2024-12-06,Entry,17,4,Hybrid,Day,001-731-332-7110x28032,687-23-6292,KCUG80940579962959
EMP871915,Ashley,Bailey,ashley.bailey@company.com,350-805-3681x510,Support,Technical Support Specialist,2024-12-04,127,70100.73,8.23,Active,1971-02-26,667 Kim Via,Tacoma,WA,93988,USA,F,Professional,69.54,2025-02-18,Entry,19,2,Office,Flexible,+1-397-709-8937x617,422-59-7222,HYHY45251862316968
EMP292894,Michaela,Russell,michaela.russell@company.com,001-603-730-3583x01459,Finance,Accountant,2023-06-05,675,116073.74,8.05,Active,1982-02-04,21089 Bishop Manors Apt. 329,Spokane,WA,55346,USA,F,PhD,87.78,2023-12-08,Mid,17,4,Office,Day,(723)316-0053,511-88-2339,KVIF64135800915570
EMP423302,Sonya,Johnson,sonya.johnson@company.com,554.554.9957,Security,Security Manager,2022-12-17,845,30000.0,5.64,Active,1979-04-09,130 Ashley Village Apt. 510,Orlando,FL,98566,USA,F,Professional,81.28,2024-01-23,Senior,19,6,Office,Day,001-622-935-4665x25958,835-61-7052,ZFTD23577527578501
EMP757070,Jerry,Hines,jerry.hines@company.com,(505)487-8689,Operations,Operations Analyst,2022-12-28,834,36297.38,6.28,Active,2007-01-26,778 Martin Garden Suite 998,Pittsburgh,PA,16620,USA,Other,High School,54.46,2023-02-07,Senior,16,5,Remote,Night,465-724-8242,411-80-7317,CDMY71233418448287
EMP425235,Greg,Fox,greg.fox@company.com,+1-293-967-7663x70072,Quality,Quality Assurance Manager,2022-08-28,956,66837.48,6.33,Active,1970-08-07,83855 Maria Forge Apt. 111,Chicago,IL,88449,USA,M,High School,72.62,2024-01-23,Senior,18,2,Remote,Day,(230)874-8304x25054,353-21-8172,MMRF04058269544296
EMP218676,Brett,Green,brett.green@company.com,+1-487-968-3676x25542,Training,Corporate Trainer,2020-12-04,1588,98582.7,4.69,Active,1969-12-04,960 Robert Gateway Apt. 585,Allentown,PA,63752,USA,M,Master,88.93,2021-03-25,Senior,16,6,Remote,Night,923-969-1225,635-30-9817,OFTP88978731433025
